17,"['The Loch Lake Trail', 'MODERATE', '5.4 miles', '1,072 feet', 'Out & Back', 'birding', 'hiking', 'horseback riding', 'nature trips', 'snowshoeing', 'walking', 'forest', 'lake', 'views', 'waterfall', 'wild flowers', 'wildlife', 'snow', 'no dogs']"
18,"['Booth Falls Trail', 'HARD', '3.9 miles', '1,361 feet', 'Out & Back', 'dogs on leash', 'kid friendly', 'birding', 'hiking', 'nature trips', 'trail running', 'walking', 'forest', 'views', 'waterfall', 'wild flowers', 'wildlife', 'rocky', 'snow']"
19,"['Lost Lake via Hessie Trail', 'MODERATE', '4.1 miles', '869 feet', 'Loop', 'dogs on leash', 'birding', 'hiking', 'horseback riding', 'snowshoeing', 'walking', 'forest', 'lake', 'views', 'waterfall', 'wild flowers', 'wildlife', 'rocky', 'snow']"
20,"['Diamond Lake Trail', 'MODERATE', '5.6 miles', '1,240 feet', 'Out & Back', 'dogs on leash', 'kid friendly', 'backpacking', 'camping', 'hiking', 'forest', 'lake', 'views', 'waterfall', 'wild flowers', 'wildlife']"
21,"['Herman Gulch Trail', 'MODERATE', '6.3 miles', '1,755 feet', 'Out & Back', 'dog friendly', 'cross country skiing', 'hiking', 'skiing', 'snowshoeing', 'forest', 'lake', 'river', 'views', 'wild flowers', 'wildlife', 'rocky', 'snow']"
22,"['Alberta Falls Trail', 'EASY', '1.6 miles', '252 feet', 'Out & Back', 'kid friendly', 'birding', 'hiking', 'horseback riding', 'nature trips', 'snowshoeing', 'trail running', 'walking', 'forest', 'river', 'views', 'waterfall', 'wild flowers', 'wildlife', 'rocky', 'no dogs']"
23,"['Ouzel Falls Trail', 'MODERATE', '5.0 miles', '948 feet', 'Out & Back', 'kid friendly', 'birding', 'hiking', 'horseback riding', 'nature trips', 'snowshoeing', 'trail running', 'walking', 'forest', 'river', 'views', 'waterfall', 'wild flowers', 'wildlife', 'snow', 'no dogs']"
24,"['Mount Galbraith Loop via Cedar Gulch Trail', 'MODERATE', '4.0 miles', '928 feet', 'Loop', 'dogs on leash', 'kid friendly', 'birding', 'hiking', 'nature trips', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'wildlife', 'rocky', 'snow']"
25,"['Horsetooth Falls and Horsetooth Rock Trail', 'MODERATE', '5.7 miles', '1,584 feet', 'Loop', 'dogs on leash', 'birding', 'hiking', 'horseback riding', 'mountain biking', 'nature trips', 'trail running', 'walking', 'forest', 'views', 'waterfall', 'wild flowers', 'wildlife', 'rocky', 'scramble', 'snow']"
26,"['McCullough Gulch Trail ', 'MODERATE', '6.2 miles', '1,578 feet', 'Out & Back', 'dog friendly', 'birding', 'hiking', 'nature trips', 'skiing', 'snowshoeing', 'walking', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild flowers', 'wildlife', 'rocky', 'snow']"
27,"['Ice Lake Basin Trail', 'HARD', '8.1 miles', '3,093 feet', 'Loop', 'dogs on leash', 'backpacking', 'birding', 'camping', 'hiking', 'nature trips', 'rock climbing', 'snowshoeing', 'trail running', 'walking', 'forest', 'lake', 'views', 'waterfall', 'wild flowers', 'snow', 'off trail']"
28,"['Chasm Lake', 'MODERATE', '7.7 miles', '2,522 feet', 'Out & Back', 'birding', 'hiking', 'horseback riding', 'snowshoeing', 'trail running', 'forest', 'lake', 'views', 'waterfall', 'wild flowers', 'wildlife', 'scramble', 'snow', 'no dogs']"
29,"['Rattlesnake Gulch Trail', 'MODERATE', '3.4 miles', '961 feet', 'Loop', 'dogs on leash', 'kid friendly', 'birding', 'hiking', 'mountain biking', 'nature trips', 'snowshoeing', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'wildlife', 'muddy', 'rocky', 'snow']"
30,"[""St. Mary's Falls Trail"", 'MODERATE', '6.3 miles', '1,397 feet', 'Out & Back', 'dogs on leash', 'birding', 'camping', 'hiking', 'mountain biking', 'nature trips', 'trail running', 'walking', 'forest', 'views', 'waterfall', 'wild flowers', 'wildlife', 'muddy', 'rocky', 'snow']"
31,"['Bear Peak Trail', 'HARD', '7.7 miles', '2,847 feet', 'Loop', 'dogs on leash', 'birding', 'hiking', 'nature trips', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'wildlife', 'rocky', 'scramble']"
32,"['Chicago Lakes Trail', 'HARD', '8.7 miles', '1,860 feet', 'Out & Back', 'dogs on leash', 'birding', 'hiking', 'nature trips', 'snowshoeing', 'trail running', 'walking', 'forest', 'lake', 'river', 'views', 'wild flowers', 'wildlife', 'muddy', 'rocky', 'snow']"
33,"['Sand Canyon, Mesa, Greenlee, Red Rock Canyon Loop', 'EASY', '5.1 miles', '885 feet', 'Loop', 'dogs on leash', 'kid friendly', 'birding', 'hiking', 'horseback riding', 'mountain biking', 'nature trips', 'rock climbing', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'wildlife']"
34,"['Crater Lakes Trail via Moffat Tunnel East Portal Trailhead', 'HARD', '6.5 miles', '1,804 feet', 'Out & Back', 'dogs on leash', 'camping', 'fishing', 'hiking', 'horseback riding', 'snowshoeing', 'trail running', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild flowers', 'wildlife', 'bugs', 'rocky', 'snow']"
35,"['Crater Lake Trail', 'MODERATE', '3.8 miles', '688 feet', 'Out & Back', 'dogs on leash', 'kid friendly', 'backpacking', 'camping', 'fishing', 'hiking', 'horseback riding', 'nature trips', 'trail running', 'walking', 'lake', 'views', 'wild flowers', 'wildlife', 'rocky']"
36,"['Alderfer Three Sisters Trail', 'EASY', '6.7 miles', '1,200 feet', 'Loop', 'dogs on leash', 'kid friendly', 'birding', 'hiking', 'horseback riding', 'mountain biking', 'nature trips', 'snowshoeing', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'wildlife', 'rocky']"
37,"['Blue Lakes Trail', 'HARD', '6.2 miles', '2,217 feet', 'Out & Back', 'dogs on leash', 'camping', 'fishing', 'hiking', 'horseback riding', 'nature trips', 'rock climbing', 'snowshoeing', 'trail running', 'walking', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild flowers', 'wildlife', 'rocky', 'snow']"
38,"['Chief Mountain Trail', 'EASY', '3.1 miles', '984 feet', 'Out & Back', 'dogs on leash', 'kid friendly', 'birding', 'hiking', 'nature trips', 'snowshoeing', 'walking', 'forest', 'views', 'wild flowers', 'wildlife']"
39,"['Bear Lake Nature Trail', 'EASY', '0.7 miles', '49 feet', 'Loop', 'kid friendly', 'birding', 'hiking', 'nature trips', 'walking', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild flowers', 'wildlife', 'rocky', 'snow', 'no dogs']"
40,"['Silver Dollar Lake and Murray Lake Trail', 'MODERATE', '3.9 miles', '1,062 feet', 'Out & Back', 'dog friendly', 'cross country skiing', 'fishing', 'hiking', 'nature trips', 'rock climbing', 'snowshoeing', 'trail running', 'walking', 'forest', 'lake', 'views', 'waterfall', 'wild flowers', 'wildlife', 'bugs', 'muddy', 'rocky', 'snow']"
41,"[""Grays and Torrey's Peak"", 'MODERATE', '7.7 miles', '3,562 feet', 'Out & Back', 'dogs on leash', 'birding', 'cross country skiing', 'hiking', 'nature trips', 'rock climbing', 'walking', 'forest', 'river', 'views', 'wild flowers', 'wildlife', 'rocky', 'snow']"
42,"['Eldorado Canyon Trail', 'MODERATE', '6.2 miles', '1,945 feet', 'Out & Back', 'dogs on leash', 'kid friendly', 'birding', 'hiking', 'horseback riding', 'snowshoeing', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'wildlife']"
43,"['Green Mountain Loop', 'HARD', '5.7 miles', '2,798 feet', 'Loop', 'dogs on leash', 'hiking', 'trail running', 'forest', 'views', 'wild flowers', 'snow']"
44,"['Mills Lake, Black Lake, Frozen Lake Trail', 'MODERATE', '11.0 miles', '2,529 feet', 'Out & Back', 'birding', 'cross country skiing', 'hiking', 'horseback riding', 'nature trips', 'snowshoeing', 'walking', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild flowers', 'wildlife', 'muddy', 'snow', 'no dogs']"
45,"[""Apex Park Enchanted Forest Trail and Pick N' Sledge Trail"", 'MODERATE', '6.7 miles', '1,473 feet', 'Loop', 'dogs on leash', 'birding', 'cross country skiing', 'hiking', 'horseback riding', 'mountain biking', 'nature trips', 'snowshoeing', 'trail running', 'walking', 'forest', 'river', 'views', 'wild flowers', 'wildlife', 'rocky']"
46,"['Twin Sisters Peak Trail', 'HARD', '7.5 miles', '2,516 feet', 'Out & Back', 'birding', 'hiking', 'horseback riding', 'snowshoeing', 'trail running', 'walking', 'views', 'wildlife', 'muddy', 'rocky', 'snow', 'washed out', 'no dogs']"
47,"['Spruce Creek Trail to Mohawk Lake and Continental Falls', 'MODERATE', '6.0 miles', '1,712 feet', 'Loop', 'dog friendly', 'birding', 'hiking', 'nature trips', 'snowshoeing', 'trail running', 'walking', 'forest', 'lake', 'views', 'waterfall', 'wild flowers', 'wildlife', 'snow']"
48,"['Red Rocks Trail', 'MODERATE', '5.8 miles', '1,181 feet', 'Out & Back', 'dog friendly', 'kid friendly', 'birding', 'hiking', 'horseback riding', 'mountain biking', 'nature trips', 'trail running', 'walking', 'views', 'muddy', 'rocky']"
49,"['Green Mountain West Trail', 'MODERATE', '2.5 miles', '675 feet', 'Out & Back', 'dog friendly', 'birding', 'hiking', 'nature trips', 'trail running', 'walking', 'forest', 'views', 'wild flowers']"
50,"['Red Rocks Trading Post Trail', 'EASY', '1.5 miles', '357 feet', 'Loop', 'dogs on leash', 'kid friendly', 'birding', 'hiking', 'horseback riding', 'mountain biking', 'nature trips', 'trail running', 'walking', 'views', 'wild flowers', 'wildlife']"
51,"['Blue Lake and Little Blue Lake Via Mitchell Lake Trail', 'MODERATE', '6.1 miles', '1,404 feet', 'Out & Back', 'dogs on leash', 'kid friendly', 'birding', 'cross country skiing', 'hiking', 'horseback riding', 'nature trips', 'snowshoeing', 'trail running', 'walking', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild flowers', 'wildlife', 'bugs', 'rocky', 'snow']"
52,"['Loch Lomond Trail', 'MODERATE', '4.6 miles', '895 feet', 'Out & Back', 'dogs on leash', 'camping', 'cross country skiing', 'fishing', 'hiking', 'nature trips', 'off road driving', 'walking', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild flowers', 'rocky', 'snow']"
53,"['Button Rock Preserve: Sleepy Lion Trail', 'MODERATE', '5.4 miles', '921 feet', 'Loop', 'dog friendly', 'kid friendly', 'birding', 'hiking', 'nature trips', 'trail running', 'walking', 'forest', 'lake', 'river', 'views', 'wild flowers']"
54,"['Deer Mountain Trail', 'MODERATE', '5.6 miles', '1,400 feet', 'Out & Back', 'birding', 'hiking', 'horseback riding', 'nature trips', 'walking', 'forest', 'views', 'wildlife', 'snow', 'no dogs']"
55,"['Mountain Lion Trail', 'MODERATE', '6.6 miles', '1,581 feet', 'Loop', 'dogs on leash', 'camping', 'hiking', 'horseback riding', 'mountain biking', 'snowshoeing', 'trail running', 'walking', 'forest', 'river', 'views', 'wild flowers', 'wildlife', 'bugs', 'rocky', 'snow']"
56,"['Catamount Falls Trail', 'MODERATE', '6.4 miles', '1,702 feet', 'Out & Back', 'dogs on leash', 'kid friendly', 'birding', 'hiking', 'nature trips', 'trail running', 'walking', 'forest', 'views', 'waterfall', 'wild flowers', 'wildlife', 'rocky', 'snow']"
57,"['Mallory Cave', 'MODERATE', '2.4 miles', '803 feet', 'Out & Back', 'dogs on leash', 'kid friendly', 'birding', 'hiking', 'nature trips', 'rock climbing', 'trail running', 'walking', 'cave', 'forest', 'views', 'wild flowers', 'wildlife', 'rocky', 'scramble']"
58,"['Palmer Trail (Section 16)', 'MODERATE', '5.8 miles', '1,289 feet', 'Loop', 'dog friendly', 'birding', 'hiking', 'horseback riding', 'mountain biking', 'nature trips', 'trail running', 'walking', 'forest', 'river', 'views', 'wild flowers', 'wildlife', 'blowdown', 'old growth', 'rocky']"
59,"['Coyote Song Trail Loop', 'EASY', '3.0 miles', '321 feet', 'Loop', 'dogs on leash', 'kid friendly', 'birding', 'hiking', 'horseback riding', 'mountain biking', 'nature trips', 'trail running', 'walking', 'lake', 'views', 'wild flowers', 'muddy']"
60,"['Shrine Ridge Trail', 'MODERATE', '4.0 miles', '961 feet', 'Out & Back', 'dog friendly', 'kid friendly', 'birding', 'hiking', 'horseback riding', 'nature trips', 'walking', 'forest', 'views', 'wild flowers', 'muddy', 'snow']"
61,"['Barr Trail to Pikes Peak', 'HARD', '21.3 miles', '7,401 feet', 'Out & Back', 'dogs on leash', 'birding', 'camping', 'hiking', 'mountain biking', 'nature trips', 'snowshoeing', 'trail running', 'walking', 'forest', 'river', 'views', 'waterfall', 'wild flowers', 'wildlife', 'bugs', 'muddy', 'rocky', 'snow']"
62,"['Mount Cutler Trail', 'EASY', '1.7 miles', '472 feet', 'Out & Back', 'dogs on leash', 'kid friendly', 'birding', 'hiking', 'nature trips', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'wildlife', 'rocky']"
63,"['Lake Haiyaha', 'MODERATE', '3.6 miles', '846 feet', 'Out & Back', 'birding', 'hiking', 'nature trips', 'walking', 'forest', 'lake', 'views', 'waterfall', 'wildlife', 'snow', 'no dogs']"
64,"['Lily Pad Lake Trail', 'EASY', '3.3 miles', '396 feet', 'Out & Back', 'dogs on leash', 'kid friendly', 'cross country skiing', 'hiking', 'horseback riding', 'snowshoeing', 'trail running', 'walking', 'forest', 'lake', 'wild flowers', 'wildlife', 'rocky']"
65,"['Spruce Mountain Trail', 'MODERATE', '5.5 miles', '600 feet', 'Loop', 'dogs on leash', 'kid friendly', 'birding', 'hiking', 'horseback riding', 'nature trips', 'snowshoeing', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'wildlife']"
66,"['The Crags Trail', 'MODERATE', '4.8 miles', '820 feet', 'Out & Back', 'dog friendly', 'kid friendly', 'birding', 'camping', 'hiking', 'horseback riding', 'nature trips', 'rock climbing', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'wildlife', 'rocky', 'snow']"
67,"['Walker Ranch Loop Trail', 'HARD', '7.3 miles', '1,761 feet', 'Loop', 'dogs on leash', 'birding', 'hiking', 'mountain biking', 'nature trips', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'wildlife']"
68,"['Dream Lake Trail', 'MODERATE', '2.0 miles', '452 feet', 'Out & Back', 'birding', 'hiking', 'nature trips', 'snowshoeing', 'walking', 'forest', 'lake', 'views', 'wild flowers', 'wildlife', 'snow', 'no dogs']"
69,"['Arapahoe Pass and Lake Dorothy Trail', 'MODERATE', '7.1 miles', '1,942 feet', 'Out & Back', 'dog friendly', 'birding', 'hiking', 'nature trips', 'walking', 'forest', 'lake', 'views', 'wild flowers', 'wildlife']"
70,"['Longs Peak Trail', 'HARD', '15.7 miles', '5,114 feet', 'Out & Back', 'birding', 'hiking', 'horseback riding', 'rock climbing', 'skiing', 'snowshoeing', 'forest', 'lake', 'river', 'views', 'wild flowers', 'wildlife', 'rocky', 'scramble', 'snow', 'no dogs']"
71,"['Fern Lake Trail', 'MODERATE', '7.1 miles', '1,453 feet', 'Out & Back', 'birding', 'fishing', 'hiking', 'horseback riding', 'nature trips', 'trail running', 'walking', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild flowers', 'wildlife', 'snow', 'no dogs']"
72,"['North Mount Elbert Trail', 'HARD', '10.3 miles', '4,442 feet', 'Out & Back', 'dog friendly', 'birding', 'camping', 'hiking', 'horseback riding', 'mountain biking', 'nature trips', 'rock climbing', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'wildlife', 'rocky', 'no shade']"
73,"['Bierstadt Lake Loop Trail', 'MODERATE', '3.2 miles', '620 feet', 'Loop', 'kid friendly', 'birding', 'hiking', 'horseback riding', 'snowshoeing', 'trail running', 'walking', 'lake', 'views', 'wildlife', 'rocky', 'no dogs']"
74,"['Greyrock Trail', 'HARD', '7.1 miles', '2,421 feet', 'Loop', 'dogs on leash', 'birding', 'hiking', 'nature trips', 'trail running', 'walking', 'forest', 'lake', 'river', 'views', 'wild flowers', 'wildlife', 'over grown', 'rocky', 'scramble', 'snow']"
75,"['Meadowlark Plymouth Creek and Plymouth Mountain Trail Loop', 'MODERATE', '6.0 miles', '1,309 feet', 'Loop', 'dogs on leash', 'birding', 'hiking', 'mountain biking', 'trail running', 'walking', 'views', 'waterfall', 'rocky']"
76,"['Independence Mountain Trail at Pence Park', 'MODERATE', '2.3 miles', '761 feet', 'Out & Back', 'dogs on leash', 'birding', 'hiking', 'nature trips', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'wildlife', 'muddy', 'rocky', 'scramble']"
77,"['Beaver Brook Trail', 'HARD', '11.1 miles', '1,952 feet', 'Loop', 'dogs on leash', 'birding', 'camping', 'cross country skiing', 'hiking', 'nature trips', 'trail running', 'forest', 'lake', 'river', 'views', 'wild flowers', 'wildlife', 'rocky', 'scramble']"
78,"['North Table Mountain and Rim Rock Loop', 'MODERATE', '8.3 miles', '1,125 feet', 'Loop', 'dogs on leash', 'birding', 'hiking', 'horseback riding', 'mountain biking', 'nature trips', 'rock climbing', 'trail running', 'walking', 'views', 'wild flowers', 'wildlife', 'muddy', 'no shade']"
79,"['Mount Morrison South Ridge Trail', 'HARD', '3.2 miles', '1,856 feet', 'Out & Back', 'dog friendly', 'birding', 'hiking', 'nature trips', 'rock climbing', 'snowshoeing', 'trail running', 'walking', 'views', 'wild flowers', 'bugs', 'muddy', 'rocky', 'scramble', 'no shade']"
80,"['Mount Muscoco Trail', 'MODERATE', '3.7 miles', '1,289 feet', 'Out & Back', 'dogs on leash', 'birding', 'hiking', 'nature trips', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'wildlife', 'bugs', 'rocky', 'scramble']"
81,"['Butler Gulch Trail', 'HARD', '4.9 miles', '1,502 feet', 'Out & Back', 'dog friendly', 'birding', 'hiking', 'nature trips', 'skiing', 'snowshoeing', 'walking', 'forest', 'river', 'views', 'waterfall', 'wild flowers', 'wildlife', 'bugs', 'snow']"
82,"['Fish Creek Falls Trail', 'HARD', '4.7 miles', '1,450 feet', 'Out & Back', 'dogs on leash', 'kid friendly', 'birding', 'hiking', 'nature trips', 'paddle sports', 'rock climbing', 'trail running', 'walking', 'forest', 'river', 'views', 'waterfall', 'wild flowers', 'blowdown', 'rocky', 'scramble']"
83,"[""Arthur's Rock Trail"", 'HARD', '2.8 miles', '1,105 feet', 'Out & Back', 'dogs on leash', 'birding', 'hiking', 'nature trips', 'trail running', 'walking', 'views', 'wild flowers', 'wildlife']"
84,"['Raccoon Trail', 'MODERATE', '4.0 miles', '754 feet', 'Loop', 'dogs on leash', 'birding', 'camping', 'fishing', 'hiking', 'horseback riding', 'nature trips', 'scenic driving', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'snow']"
85,"['Parmalee Trail Loop', 'MODERATE', '3.0 miles', '554 feet', 'Loop', 'dogs on leash', 'kid friendly', 'hiking', 'mountain biking', 'trail running', 'walking']"
86,"['Bear Creek Trail', 'MODERATE', '4.5 miles', '1,092 feet', 'Out & Back', 'dogs on leash', 'kid friendly', 'birding', 'camping', 'fishing', 'hiking', 'horseback riding', 'nature trips', 'rock climbing', 'snowshoeing', 'trail running', 'walking', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild flowers', 'wildlife', 'bugs', 'rocky', 'snow']"
87,"['Lily Mountain Trail', 'MODERATE', '3.6 miles', '1,240 feet', 'Out & Back', 'dogs on leash', 'birding', 'hiking', 'nature trips', 'rock climbing', 'walking', 'forest', 'views', 'wild flowers', 'wildlife', 'rocky', 'scramble', 'snow']"
88,"['Maroon Bells-Snowmass Wilderness Loop', 'HARD', '29.1 miles', '7,933 feet', 'Loop', 'dogs on leash', 'backpacking', 'camping', 'hiking', 'nature trips', 'trail running', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild flowers', 'wildlife', 'old growth', 'over grown', 'rocky', 'scramble', 'snow']"
89,"['Rocks and Vistas Garden of the Gods Trail', 'EASY', '4.0 miles', '593 feet', 'Loop', 'dogs on leash', 'wheelchair friendly', 'kid friendly', 'birding', 'hiking', 'horseback riding', 'nature trips', 'road biking', 'rock climbing', 'trail running', 'walking', 'views', 'wild flowers', 'wildlife', 'scramble']"
90,"['Devils Thumb Pass and King Lake Trail', 'HARD', '15.0 miles', '3,533 feet', 'Loop', 'dogs on leash', 'backpacking', 'birding', 'camping', 'fishing', 'hiking', 'nature trips', 'snowshoeing', 'trail running', 'forest', 'lake', 'river', 'views', 'wild flowers', 'wildlife', 'muddy', 'rocky', 'snow']"
91,"['Red Rocks Trail', 'EASY', '1.3 miles', '393 feet', 'Loop', 'dogs on leash', 'kid friendly', 'hiking', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'wildlife', 'muddy', 'rocky', 'scramble', 'snow']"
92,"['Bridal Veil Falls via Cow Creek Trail', 'MODERATE', '6.0 miles', '994 feet', 'Out & Back', 'hiking', 'horseback riding', 'nature trips', 'snowshoeing', 'trail running', 'walking', 'forest', 'views', 'waterfall', 'wild flowers', 'wildlife', 'scramble', 'snow', 'no dogs']"
93,"['Mayflower Gulch Grand Traverse', 'MODERATE', '5.9 miles', '1,463 feet', 'Loop', 'dog friendly', 'birding', 'cross country skiing', 'hiking', 'nature trips', 'rock climbing', 'skiing', 'snowshoeing', 'walking', 'forest', 'views', 'wild flowers', 'wildlife']"
94,"['Flatirons Vista Trail', 'EASY', '3.5 miles', '285 feet', 'Loop', 'dogs on leash', 'kid friendly', 'birding', 'hiking', 'horseback riding', 'mountain biking', 'nature trips', 'trail running', 'walking', 'views', 'wild flowers', 'wildlife', 'muddy', 'rocky', 'scramble']"
95,"['Goose Creek Trail 612 to McCurdy Trail ', 'MODERATE', '12.4 miles', '2,257 feet', 'Out & Back', 'dogs on leash', 'backpacking', 'birding', 'camping', 'hiking', 'nature trips', 'walking', 'views', 'wild flowers', 'wildlife']"
96,"['Carpenter Peak Trail', 'MODERATE', '6.0 miles', '1,013 feet', 'Out & Back', 'birding', 'cross country skiing', 'hiking', 'nature trips', 'snowshoeing', 'trail running', 'walking', 'forest', 'views', 'wild flowers', 'wildlife', 'snow', 'no dogs']"
97,"['Dakota Ridge and Red Rocks Trail Loop', 'MODERATE', '7.4 miles', '1,538 feet', 'Loop', 'dogs on leash', 'birding', 'hiking', 'horseback riding', 'mountain biking', 'nature trips', 'trail running', 'walking', 'views', 'wild flowers', 'wildlife', 'rocky']"
98,"['Waterton Canyon Trail', 'EASY', '12.4 miles', '688 feet', 'Out & Back', 'kid friendly', 'fishing', 'hiking', 'horseback riding', 'mountain biking', 'trail running', 'walking', 'forest', 'river', 'views', 'wild flowers', 'wildlife', 'no dogs']"
